PA,R,H,HR,RBI,HallOfFame
317,28,68,0,27,NC
391,47,87,1,19,NC
426,38,89,0,33,NC
0,0,0,0,0,NC
1456,106,298,3,133,NC
5023,658,1122,92,490,NC
97,2,22,0,11,NC
336,35,59,11,33,NC
308,27,59,3,38,NC
27,2,7,0,1,NC
2618,335,658,70,320,NC
9,8,4,2,2,NC
1185,132,250,62,179,NC
425,30,98,1,35,NC
3754,485,905,90,406,NC
8793,1033,2207,91,799,C
124,18,19,0,7,NC
7161,888,1530,197,697,C
41,3,9,0,2,NC
1305,173,304,3,78,NC
6,0,1,0,1,NC
62,4,11,1,3,NC
342,28,70,3,27,NC
29,0,5,0,1,NC
420,0,8,0,1,NC
5849,809,1615,79,513,C
1433,132,309,20,131,NC
121,20,22,2,13,NC
5936,605,1270,101,606,C
12,0,1,0,0,NC
183,15,31,6,23,NC
3954,462,911,46,368,NC
2,0,0,0,0,NC
358,28,60,0,22,NC
1698,148,324,32,190,NC
3981,398,900,26,344,NC
2,0,0,0,0,NC
151,13,34,0,13,NC
3,0,0,0,0,NC
6052,841,1449,39,722,NC
40,6,5,0,0,NC
32,2,7,0,0,NC
8028,1094,2042,223,1247,I
1461,167,385,17,117,NC
26,0,0,0,0,NC
52,4,13,1,11,NC
1279,106,313,1,80,NC
183,8,35,0,14,NC
3,0,0,0,0,NC
1988,214,465,7,191,NC
28,0,5,0,4,NC
1303,103,299,22,150,NC
112,36,66,3,0,NC
14,1,1,0,0,NC
81,5,9,0,3,NC
4,2,0,0,0,NC
80,9,18,3,12,NC
480,164,212,0,54,NC
1,0,0,0,0,NC
2508,311,605,62,339,NC
3698,418,902,15,297,NC
111,11,23,2,7,NC
35,8,3,0,2,NC
1614,148,401,6,140,NC
1210,113,271,8,90,NC
1605,145,336,14,156,C
105,3,10,0,5,NC
120,18,26,3,14,NC
3256,355,706,129,417,NC
4778,632,1195,18,302,C
6115,738,1642,215,903,C
3,2,1,0,0,NC
4755,676,1129,32,558,NC
62,3,13,0,4,NC
154,10,9,0,8,NC
678,58,129,18,71,NC
1051,99,218,16,100,NC
5395,707,1292,207,795,NC
992,148,279,11,98,NC
5,0,0,0,0,NC
174,22,53,1,17,NC
982,118,244,4,77,NC
294,34,65,1,25,NC
3017,364,872,102,442,NC
74,10,11,1,2,NC
106,7,17,3,12,NC
1045,74,185,1,74,NC
209,18,36,6,22,NC
34,5,11,0,3,NC
142,8,23,2,15,NC
202,23,56,8,20,NC
4301,470,1035,60,466,NC
766,131,222,5,111,NC
955,81,207,1,51,NC
35,6,13,0,6,NC
154,23,32,0,9,NC
0,1,0,0,0,NC
1101,83,214,2,89,NC
6,1,2,0,0,NC
1090,121,289,11,118,NC
1597,137,360,3,124,NC
3801,311,813,82,381,C
2844,405,704,12,232,NC
158,12,32,0,11,NC
42,2,11,0,2,NC
2563,359,699,66,391,NC
741,53,119,5,51,NC
54,7,15,0,10,NC
1153,136,257,45,118,NC
124,12,24,1,7,NC
279,22,52,2,17,NC
4436,631,1018,139,586,NC
4436,563,1167,41,507,NC
11230,1335,2677,83,791,I
1358,148,310,14,98,NC
275,30,56,7,22,NC
3544,354,710,4,271,NC
12606,2227,2935,762,1996,C
322,26,92,2,36,NC
44,8,22,0,8,NC
2,0,0,0,0,NC
4266,345,974,7,380,NC
215,17,25,0,11,NC
1008,84,221,0,54,NC
481,47,92,4,43,NC
11,0,2,0,0,NC
129,9,21,0,7,NC
880,73,186,29,114,NC
155,12,23,0,7,NC
591,55,133,2,39,NC
11,3,2,0,0,NC
881,137,202,5,81,NC
430,51,85,0,32,NC
1131,108,249,3,80,NC
6,1,0,0,0,NC
13,0,1,0,1,NC
173,20,38,4,17,NC
1390,135,311,35,171,NC
6108,774,1531,146,741,NC
1436,142,251,7,95,C
366,59,79,3,42,NC
96,0,6,0,4,NC
28,4,3,1,3,NC
4696,591,1130,222,729,C
95,10,24,0,9,NC
5839,664,1307,193,757,C
288,33,57,1,7,NC
13,2,3,0,1,NC
3825,371,863,34,298,NC
1617,209,465,13,219,NC
0,4,0,0,0,NC
0,0,0,0,0,NC
1,0,0,0,0,NC
2761,289,586,5,181,NC
4,7,15,1,3,NC
284,19,55,0,18,NC
1251,119,268,8,113,NC
9,2,0,0,0,NC
3207,424,782,90,420,NC
2537,205,466,13,137,NC
286,38,72,12,36,NC
1081,98,235,1,101,NC
1,0,0,0,0,NC
12,2,1,0,1,NC
2491,366,546,77,290,NC
647,63,135,12,78,NC
161,15,43,0,15,NC
3,0,0,0,0,NC
467,38,101,9,37,NC
9,0,1,0,0,NC
13,0,2,0,0,NC
53,4,20,0,10,NC
4650,650,1057,100,444,NC
22,2,3,0,0,NC
1586,145,383,25,161,NC
180,19,32,0,6,NC
16,0,1,0,0,NC
879,48,107,11,47,NC
68,7,20,0,9,NC
7221,1174,1953,229,1113,I
23,2,4,0,0,NC
11304,1697,2835,642,1871,I
4964,467,1038,113,525,NC
84,7,13,3,9,NC
313,44,75,2,35,NC
9778,1188,2788,214,1331,C
15,4,2,0,2,NC
5,2,1,0,0,NC
4032,444,966,28,355,C
1336,106,280,5,126,NC
33,3,6,0,3,NC
6848,1419,1682,117,845,C
1,0,1,0,0,NC
686,79,173,19,85,NC
1249,191,259,24,108,NC
4786,447,1116,59,471,NC
3,1,1,0,0,NC
92,9,23,0,3,NC
3238,333,827,92,449,NC
671,80,116,26,90,NC
1623,171,352,5,128,NC
59,4,16,0,12,NC
168,12,27,0,7,NC
266,38,67,2,0,NC
339,20,24,2,11,NC
1,0,0,0,0,NC
110,18,19,4,14,NC
10,3,1,0,0,NC
3287,388,829,50,399,NC
6,0,0,0,0,NC
40,8,10,0,1,NC
2918,404,675,16,214,NC
32,5,7,0,4,NC
7745,1020,2069,422,1314,I
1931,256,472,93,340,NC
7595,997,1878,378,1218,C
1537,203,340,49,156,NC
1845,204,415,84,234,NC
5,1,2,0,1,NC
42,3,2,0,1,NC
106,15,20,0,8,NC
4443,529,1197,77,511,C
0,0,0,0,0,NC
2,0,0,0,0,NC
4,1,1,0,0,NC
342,38,79,6,39,NC
2297,194,506,6,235,C
101,9,18,0,4,NC
294,32,70,0,16,NC
22,3,4,0,2,NC
5822,945,1206,13,462,NC
2,0,0,0,0,NC
18,2,4,0,2,NC
440,60,125,1,20,NC
178,23,50,0,20,NC
8437,903,1872,200,1024,C
43,1,1,0,0,NC
4009,713,1079,55,555,NC
2208,188,518,52,271,NC
383,43,76,5,29,NC
1385,165,305,52,176,NC
22,1,5,0,2,NC
112,8,22,0,7,NC
72,12,16,1,14,NC
22,4,3,0,0,NC
381,29,66,1,26,NC
30,2,7,0,2,NC
214,21,45,2,22,NC
1714,99,301,2,122,NC
1957,207,399,50,221,NC
2823,170,603,31,244,NC
11596,1622,3007,399,1583,I
3048,318,659,17,243,C
7691,1518,2279,105,1291,I
8090,1181,1785,305,950,C
54,15,9,0,4,NC
1,0,1,0,0,NC
144,39,30,1,6,NC
12358,1613,3009,448,1767,I
4551,606,1191,95,474,NC
2609,303,569,67,306,NC
3124,358,703,27,255,NC
4445,498,1016,82,531,NC
668,69,164,11,71,NC
68,11,18,0,8,NC
18,3,3,0,0,NC
557,51,121,0,51,NC
51,11,11,2,6,NC
1552,142,355,16,156,NC
8,1,3,0,1,NC
1497,235,369,2,124,NC
842,100,175,21,109,NC
302,19,57,0,9,NC
609,40,128,1,47,NC
1859,205,414,21,146,NC
2140,248,493,100,312,NC
231,32,54,0,15,NC
82,4,15,0,3,NC
3035,375,661,116,397,NC
2411,186,537,14,187,NC
305,6,19,0,10,NC
723,169,184,3,52,NC
738,94,177,3,46,NC
5,0,0,0,0,NC
277,21,45,0,16,NC
11,1,3,0,0,NC
103,15,15,0,4,NC
680,44,87,17,51,NC
6,1,2,0,0,NC
3064,336,677,122,427,NC
210,19,44,0,18,NC
5,0,1,0,0,NC
337,34,77,4,28,NC
201,24,29,0,3,NC
336,28,61,11,41,NC
8208,878,2057,69,714,C
12,2,1,0,0,NC
20,3,4,0,0,NC
75,2,12,0,4,NC
267,22,54,2,19,NC
108,6,19,1,11,NC
1848,207,418,12,172,NC
637,65,107,12,53,NC
3,0,0,0,1,NC
2948,277,601,61,305,C
7,1,0,0,0,NC
34,3,5,0,4,NC
4586,470,1074,86,483,NC
2274,301,521,22,120,NC
9,0,1,0,0,NC
1419,141,287,45,143,NC
48,11,7,0,2,NC
93,9,18,2,11,NC
2736,311,675,53,407,NC
74,7,17,0,8,NC
219,19,23,0,10,NC
6,1,2,0,0,NC
184,11,43,1,12,NC
260,36,66,1,20,NC
2131,250,488,26,188,NC
1,0,0,0,0,NC
4,0,0,0,0,NC
34,6,7,0,2,NC
7,1,2,0,0,NC
685,60,130,16,64,NC
335,17,25,0,14,NC
80,1,15,0,8,NC
55,6,10,0,4,NC
249,35,53,2,24,NC
7162,1001,1655,147,591,C
6,0,1,0,0,NC
1,0,0,0,0,NC
98,10,14,0,4,NC
163,3,9,0,8,NC
1561,209,326,42,173,NC
19,1,3,0,0,NC
3352,358,854,91,447,NC
611,20,49,0,18,NC
3431,362,750,139,454,NC
6418,807,1713,241,978,NC
2939,286,768,35,366,NC
8269,965,2009,277,1071,C
955,96,210,8,79,NC
4384,813,1202,43,407,NC
3323,523,864,94,406,NC
541,58,99,0,21,NC
145,14,35,6,17,NC
5575,693,1406,64,677,NC
514,32,78,3,29,NC
39,2,7,0,2,NC
230,21,54,0,12,NC
3051,302,694,46,288,NC
1572,168,369,29,199,NC
218,17,49,0,20,NC
900,100,217,11,69,NC
46,5,11,1,5,NC
3758,398,915,67,340,NC
44,3,6,0,0,NC
2702,264,593,20,294,NC
12,2,3,0,0,NC
1467,281,467,23,147,NC
32,2,8,0,0,NC
1461,160,293,47,170,NC
792,54,196,0,60,NC
3,0,0,0,0,NC
2,0,0,0,0,NC
52,6,14,2,8,NC
183,13,33,6,23,NC
7672,1390,2214,361,1537,I
101,5,19,0,5,NC
65,8,11,0,1,NC
1569,154,337,6,147,NC
1973,167,444,37,181,NC
7524,1493,1844,28,568,C
2702,254,619,30,235,NC
77,9,13,0,4,NC
152,8,23,0,9,NC
7,0,1,0,0,NC
5,1,1,0,0,NC
7841,1554,2293,106,1302,I
111,9,24,4,17,NC
84,8,11,1,6,NC
14,1,3,0,0,NC
1,0,0,0,0,NC
5686,591,1181,195,732,NC
7027,893,1731,272,1227,C
3338,390,732,119,423,NC
2519,216,532,32,264,NC
14,1,1,0,1,NC
241,27,49,1,31,NC
5,0,1,0,0,NC
2023,214,436,28,203,NC
203,12,36,0,9,NC
1012,98,224,12,93,NC
8,0,0,0,0,NC
6039,727,1439,211,807,NC
535,18,30,0,12,NC
2530,311,558,8,248,NC
190,37,98,0,0,NC
526,50,131,1,39,NC
4,0,1,0,0,NC
990,121,267,10,108,NC
318,18,55,0,26,NC
874,92,196,9,104,NC
426,49,112,11,48,NC
1579,129,315,1,120,NC
4078,443,962,83,425,NC
628,108,171,0,46,NC
710,86,179,3,73,NC
1196,134,307,25,121,NC
3353,267,737,19,328,NC
163,13,38,0,10,NC
1,0,0,0,0,NC
5316,553,1378,32,559,NC
3264,508,709,20,320,NC
9,0,0,0,0,NC
67,6,8,0,2,NC
178,20,46,1,21,NC
134,16,28,3,6,NC
3224,311,702,69,373,NC
523,48,135,5,66,NC
13,0,3,0,1,NC
55,7,7,0,1,NC
5309,723,1562,116,834,NC
5,0,0,0,0,NC
87,6,22,0,0,NC
3765,343,816,73,371,NC
2764,290,565,82,311,NC
1190,191,386,19,155,NC
207,19,29,2,14,NC
3425,649,971,32,538,NC
3290,546,820,27,366,NC
224,25,34,2,17,NC
59,3,8,0,10,NC
13,3,2,0,0,NC
82,10,23,0,7,NC
1468,128,342,8,160,NC
193,22,49,4,26,NC
2247,212,498,12,211,NC
2,3,1,0,0,NC
1112,127,300,5,107,NC
1889,174,349,43,186,NC
55,7,9,0,3,NC
378,23,87,1,27,NC
10403,1365,2757,256,1169,C
717,58,136,20,65,NC
5,6,1,0,0,NC
5,1,1,0,0,NC
5,1,1,0,0,NC
3658,372,778,47,427,NC
5606,605,1257,22,452,C
721,57,146,2,37,NC
570,56,113,11,54,NC
418,23,58,0,19,NC
5516,539,1120,7,267,C
1716,124,359,15,132,C
135,5,26,0,4,NC
5339,599,1375,64,460,NC
2179,453,537,8,182,NC
8143,1126,2314,192,1302,I
13,1,2,0,0,NC
1554,134,279,40,173,NC
15,0,3,0,2,NC
592,35,89,6,40,NC
586,65,135,11,67,NC
6168,654,1421,169,736,NC
10,0,2,0,3,NC
215,38,41,0,0,NC
4317,476,993,132,509,NC
678,79,134,16,48,NC
22,1,4,0,2,NC
1818,237,343,64,203,NC
9,0,3,0,1,NC
2244,261,477,82,273,NC
2502,273,607,94,339,NC
493,40,79,9,40,NC
121,18,28,1,9,NC
25,2,6,0,4,NC
6295,780,1324,246,885,C
21,0,1,0,2,NC
1613,110,253,3,111,NC
1,0,0,0,0,NC
29,3,4,0,2,NC
17,0,3,0,1,NC
5,1,1,0,0,NC
15,1,2,0,0,NC
4,1,0,0,0,NC
863,62,173,5,66,NC
75,5,15,2,10,NC
166,18,38,1,22,NC
1146,118,244,18,120,NC
4892,661,1180,47,515,NC
560,93,132,3,77,NC
4213,597,1055,28,531,NC
4980,492,1114,7,462,NC
3166,259,588,23,239,NC
2807,331,664,46,253,NC
908,76,214,4,89,NC
9607,1710,2915,33,808,I
845,89,184,4,55,NC
273,33,58,8,27,NC
201,17,52,4,23,NC
755,65,166,12,76,NC
3395,395,917,112,523,NC
3,0,0,0,0,NC
5274,821,1275,43,643,NC
1721,105,314,2,98,NC
17,1,3,0,3,NC
7,2,1,0,0,NC
4084,381,910,9,292,NC
755,70,183,9,72,NC
7899,1180,1920,21,631,C
42,6,8,0,2,NC
276,20,48,1,21,NC
11,0,1,0,0,NC
16,2,2,0,0,NC
1383,175,311,6,152,NC
4872,731,1283,59,353,NC
330,40,63,2,24,NC
2543,230,600,24,224,NC
69,11,16,0,6,NC
428,47,94,2,28,NC
4511,614,1093,124,558,NC
2188,257,529,6,184,NC
3,0,0,0,0,NC
309,30,66,1,20,NC
940,70,123,5,49,NC
9,0,1,0,2,NC
59,5,13,0,3,NC
321,24,53,0,16,NC
1668,280,439,6,188,NC
8204,1059,2047,171,1192,C
2268,221,458,77,263,NC
1424,129,309,38,147,NC
35,2,6,0,2,NC
1,0,0,0,0,NC
30,3,7,0,4,NC
16,1,4,0,1,NC
51,6,9,0,7,NC
804,82,168,2,62,NC
22,1,5,0,2,NC
66,5,12,1,4,NC
4,0,0,0,0,NC
83,5,15,0,6,NC
4051,806,1035,29,300,NC
611,48,141,1,43,NC
244,19,49,0,15,NC
3136,206,606,15,231,NC
205,25,45,5,26,NC
2261,256,526,69,272,NC
196,21,44,2,29,NC
0,0,0,0,0,NC
208,19,43,1,23,NC
7,1,2,0,2,NC
242,15,50,0,15,NC
6246,503,1161,5,420,NC
82,15,20,1,11,NC
291,17,45,2,14,NC
4703,619,1190,217,796,C
52,2,7,0,2,NC
1812,378,622,3,117,NC
27,3,6,0,4,NC
2374,209,524,7,165,NC
65,6,15,1,6,NC
1063,138,266,13,59,NC
147,24,39,0,0,NC
156,2,4,0,6,NC
79,10,18,3,5,NC
174,4,2,0,0,NC
236,4,13,0,2,NC
3206,339,775,9,222,C
87,6,11,1,10,NC
1,0,0,0,0,NC
81,12,14,0,1,NC
253,26,54,0,20,NC
1259,153,219,15,99,NC
7923,1091,2016,317,1129,C
101,5,17,1,3,NC
1294,130,238,15,102,NC
57,3,9,0,7,NC
8271,1026,1932,298,1211,C
774,110,182,7,99,NC
302,35,56,3,32,NC
1197,134,242,50,159,NC
10,1,1,0,0,NC
15,0,0,0,0,NC
3,0,0,0,0,NC
894,94,196,4,68,NC
45,1,8,1,3,NC
77,23,28,0,10,NC
8,0,0,0,0,NC
4614,785,1339,28,728,NC
36,4,8,0,0,NC
14,1,1,0,0,NC
1440,86,249,3,66,NC
378,12,32,0,8,NC
443,30,88,4,51,NC
397,34,77,3,28,NC
2492,174,500,3,117,NC
547,43,98,5,43,NC
3225,323,639,87,367,NC
39,6,5,1,2,NC
1504,147,353,8,123,NC
887,143,243,24,138,NC
1974,198,438,9,183,NC
1989,212,460,4,129,NC
55,14,11,1,4,NC
20,0,4,0,2,NC
6615,820,1523,145,805,NC
4,0,1,0,0,NC
4374,603,1063,192,717,NC
107,12,20,0,5,NC
5820,725,1332,39,535,NC
738,82,153,24,88,NC
97,9,17,0,8,NC
88,6,10,0,4,NC
5893,646,1397,93,543,NC
21,4,2,0,1,NC
861,80,179,4,79,NC
18,1,5,0,1,NC
161,14,26,0,7,NC
1303,150,269,3,86,NC
1028,133,279,3,125,NC
2696,266,560,41,242,NC
216,19,44,4,25,NC
4950,627,1165,210,657,NC
2406,387,549,20,208,NC
17,1,1,0,0,NC
23,2,6,0,3,NC
1444,167,364,30,202,NC
2835,322,628,90,352,NC
4127,543,1056,74,565,NC
1437,153,294,20,107,NC
12,0,1,0,1,NC
517,45,124,1,44,NC
1770,250,419,12,168,NC
28,1,3,1,2,NC
3,1,0,0,0,NC
22,0,0,0,0,NC
131,13,31,5,16,NC
248,13,44,0,8,NC
1262,125,295,16,113,NC
2937,377,585,15,156,NC
614,67,123,1,63,NC
15,0,0,0,0,NC
219,21,47,3,21,NC
234,55,70,0,34,NC
94,4,15,0,7,NC
46,3,10,0,5,NC
510,64,124,0,59,NC
919,84,177,25,103,NC
43,2,8,0,4,NC
3386,339,931,63,428,NC
51,5,9,0,4,NC
63,8,14,0,4,NC
268,16,61,0,16,NC
119,13,26,0,8,NC
475,41,114,2,51,NC
0,0,0,0,0,NC
2927,399,774,6,220,NC
12,1,2,0,0,NC
2507,698,860,6,346,C
519,61,103,0,20,NC
11,2,4,0,0,NC
190,26,43,1,28,NC
4033,544,1036,178,596,NC
2529,290,591,44,268,NC
18,5,5,0,1,NC
52,11,19,1,3,NC
1606,129,337,27,163,NC
4399,418,873,1,182,NC
564,51,120,2,70,NC
248,23,41,2,17,NC
1505,207,340,9,167,NC
476,70,132,3,99,NC
7223,1151,1696,44,695,C
147,18,30,0,11,NC
6523,874,1564,278,987,C
6,0,1,0,0,NC
9,3,2,1,1,NC
300,30,64,2,24,NC
68,4,10,0,6,NC
2768,354,711,21,214,NC
1220,117,198,14,103,NC
6044,1093,1645,71,794,C
92,5,18,0,7,NC
4963,605,1226,7,329,C
1953,229,427,2,163,NC
702,90,159,2,50,NC
4126,467,967,38,359,NC
319,28,62,5,26,NC
63,6,11,0,2,NC
223,24,49,5,23,NC
477,35,88,0,33,NC
65,5,14,0,3,NC
51,3,12,0,3,NC
140,8,23,1,9,NC
843,84,198,5,84,NC
34,1,7,1,2,NC
414,54,93,18,45,NC
1117,159,301,18,146,NC
30,2,6,0,0,NC
5382,648,1284,170,699,NC
105,3,5,0,3,NC
253,26,51,0,13,NC
481,42,90,4,59,NC
301,35,68,3,21,NC
2810,303,596,69,344,NC
6230,846,1720,171,946,C
5,0,1,0,0,NC
494,58,124,0,58,NC
20,1,5,0,1,NC
8344,977,1868,316,1139,C
10100,1534,2368,516,1472,I
400,49,94,3,27,NC
501,47,99,7,51,NC
1423,197,369,11,64,NC
950,67,118,0,33,NC
64,10,17,0,2,NC
382,31,67,8,32,NC
10395,1305,2583,512,1636,I
1038,97,231,19,100,NC
656,75,114,18,71,NC
7102,704,1550,77,598,C
46,3,6,0,1,NC
1,0,0,0,0,NC
5880,666,1542,42,584,C
144,13,31,0,10,NC
451,42,96,3,31,NC
15,1,1,0,0,NC
1940,106,256,24,106,NC
1497,157,353,6,147,NC
722,97,172,29,114,NC
28,4,7,0,2,NC
4393,466,1025,103,498,NC
2624,295,521,43,219,NC
441,36,97,1,44,NC
10,1,5,0,0,NC
8,1,2,0,1,NC
661,69,139,6,48,NC
47,6,5,0,2,NC
90,13,19,0,12,NC
28,2,11,0,3,NC
3398,428,722,44,235,NC
61,3,7,0,3,NC
11,0,1,0,0,NC
6136,812,1630,114,742,C
3950,516,936,124,506,NC
5739,1066,1493,44,732,I
1366,119,311,13,128,NC
4084,365,970,36,408,NC
86,9,23,1,17,NC
284,29,75,1,18,NC
4375,458,1110,101,465,NC
4870,578,1232,60,537,C
4346,592,1178,46,349,NC
1195,116,280,25,115,NC
288,31,59,9,38,NC
629,52,146,12,68,NC
155,10,31,0,13,NC
85,11,13,2,4,NC
703,79,185,3,70,NC
42,3,8,0,4,NC
3906,355,945,72,461,NC
1213,120,283,12,128,NC
5,1,1,0,0,NC
140,2,29,0,11,NC
233,16,43,0,19,NC
2261,191,497,6,152,NC
1496,124,327,3,155,C
2569,236,632,18,292,NC
7834,913,1951,253,1071,C
3072,245,618,58,321,NC
70,10,12,0,9,NC
29,3,4,0,2,NC
887,67,189,19,88,NC
3938,552,1021,29,423,NC
81,6,8,0,2,NC
7,1,1,0,1,NC
1391,108,263,0,90,NC
1423,123,274,32,140,NC
3,0,0,0,0,NC
831,112,176,16,84,NC
2293,143,270,28,119,NC
4079,470,974,66,351,C
4679,451,1165,20,329,NC
496,42,124,3,50,NC
5813,718,1388,195,781,NC
5,1,1,0,0,NC
1275,144,284,4,58,NC
201,15,39,8,29,NC
1964,217,443,25,158,NC
18,3,4,0,1,NC
3,0,1,0,0,NC
5,1,1,0,0,NC
210,20,44,3,20,NC
58,6,11,0,7,NC
22,3,2,0,0,NC
560,40,126,2,41,NC
1525,78,297,8,101,C
1119,60,203,3,72,NC
18,1,3,0,2,NC
592,133,193,0,76,NC
6,1,0,0,0,NC
155,18,29,0,12,NC
1785,265,445,51,211,NC
957,87,203,8,83,NC
122,26,40,0,12,NC
484,35,104,1,26,NC
226,20,43,0,13,NC
1981,136,379,30,180,NC
12046,1663,3020,569,1835,C
4782,619,1107,213,731,NC
692,60,158,0,65,NC
3,0,0,0,0,NC
635,85,158,4,73,NC
5079,366,1243,68,548,NC
14,2,1,0,1,NC
13992,1816,3419,452,1844,I
5,1,1,0,0,NC
586,48,138,3,54,NC
1318,122,304,22,125,NC
109,10,27,0,6,NC
1075,113,280,6,143,NC
2924,409,744,125,484,NC
1461,125,231,26,111,NC
227,10,21,2,14,NC
13,0,1,0,0,NC
2,0,0,0,0,NC
2616,308,593,22,181,NC
37,2,4,0,0,NC
5,1,0,0,1,NC
3,0,1,0,0,NC
12,1,2,1,3,NC
13,0,1,0,1,NC
4626,764,1256,28,644,NC
4,0,0,0,0,NC
4535,454,1100,36,422,NC
7320,1135,1742,341,1039,C
1000,80,240,0,75,NC
108,16,20,2,15,NC
397,37,67,5,28,NC
3339,415,739,151,449,NC
858,73,102,18,69,NC
451,3,13,0,3,NC
2007,232,493,20,303,NC
79,7,8,1,2,NC
695,65,164,0,39,NC
25,12,2,0,0,NC
71,6,7,0,5,NC
3364,284,546,102,315,NC
1116,90,273,26,144,NC
1632,143,365,38,183,NC
6190,692,1415,106,556,NC
1608,169,418,2,167,NC
24,1,1,1,1,NC
3,0,0,0,0,NC
7,0,2,0,0,NC
905,81,204,10,85,NC
118,17,21,3,12,NC
281,26,60,2,25,NC
8,0,2,0,1,NC
5709,858,1546,36,622,NC
92,7,15,0,4,NC
10228,1193,2225,390,1314,C
1384,178,301,5,84,NC
37,2,4,0,2,NC
71,6,14,1,8,NC
43,2,5,0,0,NC
5140,834,1281,48,672,NC
1,0,0,0,0,NC
5,0,0,0,0,NC
825,105,192,1,57,NC
4,0,0,0,0,NC
61,6,10,0,3,NC
115,9,27,0,9,NC
66,13,9,0,0,NC
9,1,1,0,0,NC
2052,224,422,56,236,NC
597,74,81,13,52,NC
6024,859,1532,285,983,C
75,11,11,0,3,NC
302,46,65,4,19,NC
7814,1176,1951,378,1274,NC
882,90,161,5,56,NC
143,11,23,1,14,NC
3,1,1,0,0,NC
94,7,16,0,8,NC
1991,250,444,5,143,NC
125,22,22,3,17,NC
62,3,13,1,8,NC
345,32,71,6,25,NC
617,51,129,10,52,NC
70,4,18,0,0,NC
42,6,6,0,1,NC
632,46,90,1,26,NC
120,10,25,0,16,NC
1131,86,128,2,69,NC
171,16,25,3,15,NC
1784,201,431,31,181,NC
125,18,27,0,4,NC
1382,101,285,1,99,NC
955,114,206,6,47,NC
6,0,1,0,0,NC
10,1,0,0,0,NC
1447,107,247,29,135,NC
3,3,1,0,0,NC
614,121,176,1,32,NC
8,0,0,0,0,NC
285,32,54,1,18,NC
18,1,5,0,0,NC
99,12,25,3,19,NC
11,1,1,0,0,NC
166,14,32,1,6,NC
186,16,43,0,21,NC
332,29,52,8,37,NC
2210,328,517,9,193,NC
8247,1092,2020,193,1007,C
910,138,212,5,83,NC
12,1,2,0,1,NC
20,2,2,0,2,NC
3818,413,875,135,495,NC
31,4,6,3,5,NC
1501,143,323,11,89,NC
4936,456,1082,2,369,NC
4,0,0,0,0,NC
392,40,95,4,42,NC
1238,100,259,2,109,NC
22,2,3,0,3,NC
127,6,20,0,7,NC
1230,161,292,0,85,NC
3,0,0,0,0,NC
2548,197,524,61,256,NC
843,54,129,11,68,NC
491,71,113,2,34,NC
61,12,12,0,3,NC
7149,774,1690,31,783,I
76,4,12,0,2,NC
193,15,45,2,18,NC
1,0,0,0,0,NC
2764,305,656,21,261,C
63,8,22,0,5,NC
21,3,6,0,4,NC
4464,427,960,80,422,NC
610,32,71,2,26,NC
1279,138,283,4,96,NC
131,10,18,0,11,NC
2646,285,632,18,230,NC
1479,158,358,29,172,NC
58,9,8,0,2,NC
706,58,179,10,92,NC
791,102,187,6,52,NC
2307,220,551,5,244,NC
111,17,24,0,11,NC
27,1,3,0,2,NC
240,34,43,3,19,NC
870,69,112,15,63,NC
47,3,7,1,6,NC
929,118,215,5,107,NC
141,23,42,6,15,NC
759,98,155,3,55,NC
6,0,4,0,2,NC
106,8,20,0,8,NC
62,3,8,0,3,NC
8,2,1,0,0,NC
24,2,2,0,1,NC
471,38,108,0,38,NC
1065,117,258,7,104,NC
2703,404,596,86,329,NC
14,0,0,0,0,NC
5013,620,1147,76,418,NC
4202,514,1090,56,409,C
307,21,60,0,24,NC
25,0,1,0,0,NC
4255,584,1106,82,397,NC
2852,260,597,86,314,NC
59,5,11,2,7,NC
4279,703,1163,36,314,NC
64,4,15,0,5,NC
2509,328,530,32,195,NC
558,79,110,2,46,NC
4246,395,939,27,346,NC
547,109,131,0,64,NC
275,24,43,2,24,NC
208,29,36,0,19,NC
86,13,22,1,11,NC
3506,388,775,56,421,NC
906,70,190,3,86,NC
3545,423,814,11,334,NC
3054,473,786,58,368,C
18,1,4,0,1,NC
187,11,47,0,15,NC
4085,272,870,7,272,NC
6419,604,1440,25,620,NC
3238,254,683,46,339,NC
102,9,21,0,8,NC
4,0,0,0,0,NC
40,4,11,0,2,NC
4346,417,929,77,366,NC
4562,484,944,204,655,NC
787,68,172,13,76,NC
46,4,14,0,1,NC
7437,926,1757,226,840,C
19,4,1,0,1,NC
1150,139,261,44,142,NC
1081,131,267,1,74,NC
20,2,2,0,1,NC
971,95,212,9,81,NC
1044,196,254,1,51,NC
242,24,49,2,23,NC
62,6,10,0,5,NC
1940,146,429,4,130,NC
12,2,4,0,2,NC
79,7,17,1,10,NC
41,2,7,0,2,NC
68,9,6,0,0,NC
8,1,2,0,0,NC
1824,126,437,23,172,NC
7529,739,1788,57,753,I
6504,1003,1524,48,792,NC
173,14,39,2,15,NC
4009,411,802,87,423,NC
2300,180,468,52,226,NC
7340,1077,1750,169,659,C
4663,671,1070,23,570,NC
13,0,0,0,0,NC
1426,182,327,16,156,NC
4,1,0,0,0,NC
1974,280,460,49,181,NC
5852,837,1675,221,860,C
42,2,7,0,0,NC
3981,465,1115,38,553,NC
4790,555,1151,159,625,NC
283,42,70,3,23,NC
8133,1094,2107,196,987,C
462,60,101,13,65,NC
